No.;ClientName;TransactionType;Category1;Description;Price;ContractType;Surface;Area;Address;FormatedLivingArea;Rooms;Baths;Ages;PriceM2;FloorId;AdministrationPrice;Neighborhood;Stratum;Garages;Extras;Latitude;Longitude;Ascesor;Dep¢sito;ModifyDate;Link
65;Inmobiliaria Multiobras Ltda;Venta;Apartamento;Espectacular apartamento exterior ubicado en un barrio con muy buenas v°as de acceso,  cerca a parques y transmilenio.  Al ingresar encontramos la zona social amplia e iluminada,  la cocina es abierta,  moderna y con muy buenos acabados.  La zona de lavander°a es independiente y con ventilaci¢n natural. Este c¢modo apartamento cuenta con dos habitaciones y dos ba§os completos. La habitaci¢n principal tiene walk in closet y ba§o,  la segunda habitaci¢n es amplia.  A este espectacular apartamento lo complementa un garaje y un deposito.  El edificio tiene una terraza con bbq,  con vista a toda la ciudad. Ideal para inversionista,  ya que el apto esta arrendado..;390000000;Professional;69;69;Carrera 49B # 105 - 21 Apto 103;69,00 m2;2;2;1 a 8 a§os;5652173.91;1;463000;Pasadena;1;1;Interiores$Cit¢fono, Closet, Cocina tipo Americano, Puerta de seguridad, Zona de BBQ|Exteriores$Ascensor, Garaje Cubierto, Parqueadero Visitantes, Porter°a / Vigilancia, Sal¢n Comunal, Vigilancia privada 24*7|del Sector$Bombas de gasolina, C¢modas vias de acceso, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.693999767;-74.05999756;1;FALSO;2/3/2021 10:05:54 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-4833602.aspx
66;INFINITUM;Venta;Apartamento;ubicaci¢n: Pasadena I area de 92 mtrs2 l exterior l iluminado l 3 habitaciones l 3 ba§os l cocina cerrada l balcon y chimenea en zona social l ascensor  I sala comerdor mismo ambiente  I  1 paqueadero I deposito l edificio cuenta con porteria l lobby de entrada l salon social l administraci¢n $603.000  .;420000000;Professional;92;92;carrera 52 106 00;91,00 m2;3;3;16 a 30 a§os;4565217.39;4;603000;Pasadena;4;1;Interiores$Balc¢n, Ba§o Auxiliar, Ba§o Independiente, Chimenea, Cit¢fono, Closet, Cocina tipo Americano, Dep¢sito / Bodega, Zona de lavander°a|Exteriores$Acceso Pavimentado, Ascensor, Circuito cerrado de TV, Porter°a / Recepci¢n, Sal¢n Comunal, Zonas Verdes|del Sector$Parques cercanos, Trans. P£blico cercano, Zona Residencial;4.694141865;-74.06201172;1;VERDADERO;2/15/2021 6:49:54 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5483000.aspx
67;MCE Soluciones SAS;Venta;Apartamento;Penthouse duplex, cerca a la autopista norte, con f†ciles accesos viales, cuenta con planta elÇctrica propia, 3 habitaciones, la principal con su ba§o, walk in-closet y otro closet adicional, ba§o  para las otras dos habitaciones,  mas ba§o social y el cuarto de servicio con ba§o, cocina americana, 2parqueaderos  separados uno del otro, tiene dep¢sito..;1088000000;Professional;160;160;calle 106 No45-00;160,00 m2;3;5;1 a 8 a§os;6800000;5;930000;Pasadena;5;2;Exteriores$Ascensor|del Sector$Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial|#Apartamento#$Duplex;4.693970203;-74.05680847;1;FALSO;2/15/2021 11:01:48 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6099109.aspx
68;Remax Planet;Venta;Apartamento;2007716. Apartamento en Venta en Pasadena,  Bogot†.   Este apartamento con vista exterior cuenta con 3 habitaciones,  2 ba§os,  hall de alcobas,  sala-comedor y cocina lineal con zona de lavander°a.  ≠Excelente oportunidad! Cont†ctenos para programar una cita y conocer esta propiedad.   Caracter°sticas: Amplias alcobas  Muy buena distribuci¢n   Iluminaci¢n natural  Puerta de seguridad Parqueadero cubierto e independiente.  Vigilancia 24 horas Parqueadero para visitantes Sal¢n Social Sector residencial Cercano a autopista norte Ubicado en el Piso 4 (sin ascensor)  MLS#.;320000000;Professional;71;71;carrera 51 #106 - 21;71,00 m2;3;2;16 a 30 a§os;4507042.25;4;550000;Pasadena;4;1;Interiores$Ba§o Auxiliar, Ba§o Independiente, Cit¢fono, Closet, Hall de Alcobas, Instalaci¢n de gas|Exteriores$Acceso Pavimentado, Garaje / Parqueadero(s), Garaje(s), Parqueadero Visitantes, Porter°a / Recepci¢n, Sal¢n Comunal, Vigilancia|del Sector$Parques cercanos, Trans. P£blico cercano, Zona Residencial;4.69504118;-74.06156158;0;FALSO;2/2/2021 2:47:16 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5298078.aspx
69;LEO BELTRAN;Venta;Apartamento;VENTA DIRECTA APTO DE 57 M2 en edificio de 1.5 a§os. En 5 piso exterior. Con una Habitaci¢n amplia e iluminada con vista a parque con closet doble y ba§o. Hall. Cocina integral abierta con comedor auxiliar. Star. Sala comedor,  Balc¢n,  ba§o social. Zona de lavander°a independiente. 1 garaje cubierto indep. CONJUNTO: Vigilancia 24 h. Gimnasio. Terraza BBQ,  Amplio sal¢n social. Zona juego ni§os. Ascensores. parqueo visitantes. Cerca a parques. F†cil acceso. Negociable.;390000000;Professional;57;57;calle 104 48 20;57,00 m2;1;2;1 a 8 a§os;6842105.26;5;290000;Pasadena;5;1;Interiores$Alarma, Balc¢n, Ba§o Auxiliar, Barra estilo americano, Calentador, Cit¢fono, Cocina Integral, Cocina tipo Americano, Comedor auxiliar, Dep¢sito / Bodega, Estudio, Hall de Alcobas, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, Cuarto de Escoltas, En conjunto cerrado, Garaje(s), Jard°n, Parqueadero Visitantes, Porter°a / Recepci¢n, Sal¢n Comunal, Terraza, Vigilancia, Vista panor†mica, Zona Infantil, Zonas Verdes|del Sector$Colegios / Universidades, Parques cercanos, Sobre v°a principal, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Comercial, Zona Residencial;4.691901207;-74.05945587;1;VERDADERO;2/8/2021 6:04:35 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6057079.aspx
70;arriendo arriendo;Venta;Apartamento;Excelentes v°as de acceso 4 a§os de construcci¢n 94mts muy buena iluminaci¢n 2 alcobas cada una con ba§o ba§o social balc¢n estrato 5;565000000;Particular;94;94;carrera 51#102a-63;94,00 m2;2;3;1 a 8 a§os;6010638.3;0;730000;Pasadena;0;2;Interiores$Balc¢n, Ba§o Auxiliar, Calentador, Cit¢fono, Cocina Integral, Estudio, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Ascensor, Garaje(s), Gimnasio, Vista panor†mica;4.690839767;-74.06221008;1;FALSO;2/7/2021 7:56:58 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6056706.aspx
71;Sandra O Mendoza;Venta;Apartamento;CERCA A LA IGLESIA DE SANTO DOMINGO µREA DE 98 MTS 2 MTS DE BALC‡N DUPLEX MUY ILUMINADO QUINTO PISO SIN ASCENSOR SALA COMEDOR ESTUDIO COCINA ZONA DE LAVANDER÷A 3 HABITACIONES 3 BA•OS GARAJE Y DEP‡SITO DE USO EXCLUSIVO;420000000;Particular;98;98;Carrera 51 # 103 ;;3;3;;4285714.29;0;0;Pasadena;0;1;;4.692669868;-74.06166077;0;FALSO;2/2/2021 5:58:50 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6056670.aspx
72;Vendemos Tu Inmueble;Venta;Apartamento;APARTAMENTO AMPLIO Y COMODO. BUEN PRECIO.  RENOVADO,  CON LUZ NATURAL EN TODOS LOS AMBIENTES. ASCENSOR. CELADURIA LAS 24 HORAS. DE FACIL DESPLAZAMIENTO. EXCELENTE UBICACION.  POR LA CALLE 100,  LA AVENIDA CALLE 116,  LA AUTOPISTA NORTE,  LA AVENIDA SUBA. LA AVENIDA BOYACA. LA AVENIDA 68. SECTOR RESIDENCIAL,  CERCA A VARIOS PARQUES,  SUPERMERCADOS,  BANCOS.;327000000;Professional;78;78;Calle 103  51;78,00 m2;2;2;16 a 30 a§os;4192307.69;5;440000;Pasadena;5;1;Interiores$Ba§o Auxiliar, Calentador, Cit¢fono, Cocina Integral, Hall de Alcobas, Instalaci¢n de gas, Piso en Baldosa /  M†rmol, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Parqueadero Visitantes, Porter°a / Recepci¢n, Sal¢n Comunal, Vigilancia, Vista panor†mica|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Comercial, Zona Residencial;4.673953056;-74.08699036;1;FALSO;2/14/2021 2:02:00 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5047364.aspx
73;G7 Inmobiliarios;Venta;Apartamento;VENTA APARTAESTUDIO  PASADENA  69 Mtrs Habitaci¢n Estudio 2 ba§os Sala comedor balc¢n Cocina abierta Zona lavander°a  1 Parqueaderos deposito.;360000000;Professional;69;69;pasadena;69,00 m2;2;2;1 a 8 a§os;5217391.3;2;490000;Pasadena;2;1;Interiores$Chimenea, Cit¢fono, Cocina Integral, Dep¢sito / Bodega, Instalaci¢n de gas, Piso en Baldosa /  M†rmol, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Parqueadero Visitantes, Porter°a / Recepci¢n, Vigilancia, Vista panor†mica, Zonas Verdes|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;0;0;1;VERDADERO;2/15/2021 9:26:01 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5370909.aspx
74;Isabel Cristina Gonzalez;Venta;Apartamento;Apartamento muy bien distribuido con vista a los cerros orientales en excelente estado.;650000000;Particular;118;118;Kra 50 104B 20;110,00 m2;4;3;9 a 15 a§os;5508474.58;5;570000;Pasadena;5;2;Interiores$Balc¢n, Ba§o Auxiliar, Calentador, Chimenea, Cit¢fono, Cocina Integral, Dep¢sito / Bodega, Estudio, Hall de Alcobas, Instalaci¢n de gas, Sauna / Turco / Jacuzzi, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Gimnasio, Parqueadero Visitantes, Porter°a / Recepci¢n, Sal¢n Comunal, Sauna / Turco / Jacuzzi, Terraza, Vigilancia|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.693240166;-74.06198883;1;VERDADERO;2/1/2021 7:17:58 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6055186.aspx
75;Daniel Hoyos;Venta;Apartamento;Hermoso Apto  Duplex. 97 m2,  Terraza.  Interior,  muy iluminado. Ambiente acogedor moderno.  Sala comedor amplia con chimenea,  pisos remodelados,   cocina integral,  cuarto de servicio con ba§o,  zona de ropas independiente,  1 habitaci¢n y ba§o social. En segundo piso: µrea para estudio,  2 habitaciones confortables  con ba§o privado,  la principal con tina. 1 parqueadero,  dep¢sito. Zona residencial segura,  cerca  parques,  almacenes de cadena. V°as acceso: Cll 100,  Au.Norte,  cll 116.cra 53..;395000000;Professional;97;97;Carrera 52  106 - 33. Apto. 403;97,00 m2;3;4;16 a 30 a§os;4072164.95;4;447000;Pasadena;4;1;Interiores$Balc¢n, Ba§o Auxiliar, Calentador, Chimenea, Cit¢fono, Cocina Integral, Cuarto de Servicio, Dep¢sito / Bodega, Estudio, Hall de Alcobas, Instalaci¢n de gas, Piso en Baldosa /  M†rmol, Zona de lavander°a|Exteriores$Garaje(s), Jard°n, Parqueadero Visitantes, Porter°a / Recepci¢n, Sal¢n Comunal, Terraza, Vigilancia, Vista panor†mica, Zonas Verdes|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Comercial, Zona Residencial|#Apartamento#$Duplex;4.697965145;-74.0708847;0;VERDADERO;2/13/2021 11:19:35 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5792591.aspx
76;MGM GESTION INMOBILIARIA;Venta;Apartamento;APTO 91 MTS,  ILUMINADO, EXCELENTES ACABADO,  2 HABITACIONES, LA PRINCIPAL CUENTA CON AMPLIO WALK CLOSET, 2 BA•OS, ESTUDIO, SALA COMEDOR, COCINA INTEGRAL ABIERTA, ZONA DE LAVANDERIA, 2 PARQUEADEROS,  DEPOSITO EN EL MISMO PISO DEL APTO. EL CONJUNTO CUENTA CON PORTERIA,  LOBBY, VIGILANCIA LAS 24 HORAS,  PARQUEADERO DE VISITANTES,  SALON SOCIAL,  TERRAZA BBQ CON VISTA PANORAMICA. VIAS DE ACCESO: AUT. NORTE, AV SUBA,  CALLE 100,  CALLE 106. CERCA A TRANSMILENIO. PRECIO NEGOCIABLE.;570000000;Professional;91;91;CARRERA 50  104B-68;85,00 m2;2;2;1 a 8 a§os;6263736.26;5;356000;Pasadena;5;2;Interiores$Balc¢n, Ba§o Auxiliar, Calentador, Cit¢fono, Cocina Integral, Dep¢sito / Bodega, Estudio, Hall de Alcobas, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Parqueadero Visitantes, Porter°a / Recepci¢n, Sal¢n Comunal, Sal¢n de Juegos, Terraza, Vigilancia, Vista panor†mica, Zona Infantil|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;0;0;1;VERDADERO;2/15/2021 11:41:08 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5927171.aspx
77;El Site;Venta;Apartamento;Acogedor e iluminado apartamento d£plex en cuarto piso,  ubicado en una excelente zona,  consta de 3 habitaciones,  estudio,  3 ba§os. CBS,  1 parqueadero para carro peque§o y 1 dep¢sito. Edificio sin ascensor..;395000000;Professional;97;97;carrera 52  106-33;;3;3;16 a 30 a§os;4072164.95;4;447000;Pasadena;4;1;Interiores$Ba§o Auxiliar, Cit¢fono, Cocina Integral, Cuarto de Servicio, Dep¢sito / Bodega, Estudio, Instalaci¢n de gas, Zona de lavander°a|Exteriores$En conjunto cerrado, Porter°a / Recepci¢n, Terraza, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial|#Apartamento#$Duplex, PentHouse;4.697965145;-74.0708847;0;VERDADERO;1/31/2021 6:43:46 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5891617.aspx
78;Bolsa Central Inmobiliaria SA;Venta;Apartamento;Excelente apartamento con muy buena ubicaci¢n y luz natural. Buen estado de conservaci¢n,  ubicado en un 5 piso..;405000000;Professional;76;76;KR 53 103 B 52 AP 506;;2;3;9 a 15 a§os;5328947.37;5;382000;Pasadena;5;1;Interiores$Ba§o Auxiliar, Chimenea, Cit¢fono, Cocina Integral, Dep¢sito / Bodega, Estudio, Hall de Alcobas, Instalaci¢n de gas, Piso en Baldosa /  M†rmol, Zona de lavander°a|Exteriores$Ascensor, En conjunto cerrado, Jard°n, Porter°a / Recepci¢n, Sal¢n Comunal, Vigilancia, Zona Infantil, Zonas Verdes|del Sector$Colegios / Universidades, Parques cercanos, Trans. P£blico cercano, Zona Residencial|#Apartamento#$Duplex;4.695561886;-74.07457733;1;VERDADERO;2/12/2021 6:35:41 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6091066.aspx
79;Betty Agudelo;Venta;Apartamento;Apartamento de 72 m2 en excelente estado con 2 a§os de construido 2 alcobas 2 ba§os estudio cocina semi abierta y †rea de lavado Tiene balc¢n calentador de paso elÇctrico y una chimenea funcional con 2 parqueaderos independientes y cubiertos adem†s un dep¢sito muy amplio La zona es muy funcional cuenta con un Carulla a menos de una cuadra adem†s de panader°as restaurantes parques y gimnasios muy cerca sin embargo la calle donde est† situado es muy tranquila;450000000;Particular;72;72;Carrera 51 102a-49;;2;2;1 a 8 a§os;6250000;3;558000;Pasadena;3;2;Interiores$Balc¢n, Ba§o Auxiliar, Barra estilo americano, Calentador, Chimenea, Cit¢fono, Cocina Integral, Cocina tipo Americano, Dep¢sito / Bodega, Estudio, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Ascensor, Garaje(s), Porter°a / Recepci¢n, Sal¢n Comunal, Terraza, Vigilancia, Vista panor†mica|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.690770149;-74.06210327;1;VERDADERO;1/31/2021 6:37:29 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6052741.aspx
80;cesar augusto;Venta;Apartamento;Hermoso Apartamento Amplio, Iluminado, Precio Negociable, Cita previa;270000000;Particular;53;53;CRA 51 103B;;2;2;;5094339.62;0;0;Pasadena;0;1;;4.69219017;-74.06181335;0;FALSO;1/31/2021 4:49:12 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6052328.aspx
81;camilo cristian;Venta;Apartamento;Hermoso Apartamento Amplio, Iluminado, Precio Negociable, Cita previa;380000000;Particular;64;64;CRA 50 103B;;2;2;;5937500;0;0;Pasadena;0;1;;4.692299843;-74.0610733;0;FALSO;1/31/2021 3:51:57 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6052299.aspx
82;dina joya;Venta;Apartamento;Hermoso Apartamento Amplio, Iluminado, Precio Negociable, Cita previa;395000000;Particular;90;90;CRA 52 106;;2;3;;4388888.89;0;0;Pasadena;0;1;;4.695580006;-74.06195068;0;FALSO;1/31/2021 3:43:27 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6052296.aspx
83;Inmobiliaria LGC;Venta;Apartamento;LINDO APARTAMENTO EN PASADENA DE 82 MTS CON PARQUEADERO SALA COMEDOR COCINA INTEGRAL DOS ALCOBAS TRES BA•OS CUARTO DE  ESTUDIO U OFICINA ASCENSOR CERCA LA EXITO CARULLA AV. SUBA PUENTE LARGO PRECIO NEGOCIABLE.;380000000;Professional;82;82;calle 106 53-36;82,00 m2;2;2;9 a 15 a§os;4634146.34;4;300000;Pasadena;4;1;Interiores$Ba§o Auxiliar, Cocina Integral, Dep¢sito / Bodega, Estudio, Hall de Alcobas, Instalaci¢n de gas, Piso en Baldosa /  M†rmol, Zona de lavander°a|Exteriores$Porter°a / Recepci¢n, Vigilancia, Vivienda Multifamiliar|del Sector$Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.694874763;-74.06302643;0;VERDADERO;2/13/2021 3:23:54 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6060601.aspx
84;camilo gamba Gamba;Venta;Apartamento;Hermoso Apartamento Amplio, Iluminado, Precio Negociable, Cita previa;530000000;Particular;105;105;CRA 53 106;;3;2;;5047619.05;0;0;Pasadena;0;2;;4.695595741;-74.06253052;0;FALSO;1/31/2021 3:03:58 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6052248.aspx
85;Dina Herran;Venta;Apartamento;Hermoso Apartamento Amplio, Iluminado, Precio Negociable, Cita previa;510000000;Particular;76;76;CRA 50 102;;2;3;;6710526.32;0;0;Pasadena;0;2;;4.689539909;-74.0615387;0;FALSO;1/31/2021 2:49:28 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6052231.aspx
86;JOHANNA MORENO;Venta;Apartamento;Hermoso Apartamento Amplio, Iluminado, Precio Negociable, Cita previa;482000000;Particular;106;106;CALLE 108 48;;3;3;;4547169.81;0;0;Pasadena;0;2;;4.695819855;-74.05921173;0;FALSO;1/31/2021 2:27:45 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6052215.aspx
87;JOHANNA MORENO;Venta;Apartamento;Hermoso Apartamento Amplio, Iluminado, Precio Negociable, Cita previa;440000000;Particular;66;66;CRA 49B 105;;2;2;;6666666.67;0;0;Pasadena;0;2;;4.694210052;-74.06006622;0;FALSO;1/31/2021 2:23:28 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6052211.aspx
88;Daniel  Moncada;Venta;Apartamento;Hermoso apartamento DUPLEX en 5¯, con 2 habitaciones y un tercer nivel con estudio independiente, 3 ba§os, sala comedor con chimenea, cocina y patio de ropas, garaje y deposito. Super ubicado, sector tranquilo y seguro, edificio con ascensor y vigilancia privada.;390000000;Particular;76;76;Cr 53 103b;76,00 m2;2;3;9 a 15 a§os;5131578.95;5;395000;Pasadena;5;1;Interiores$Ba§o Auxiliar, Chimenea, Cit¢fono, Cocina Integral, Dep¢sito / Bodega, Estudio, Hall de Alcobas, Instalaci¢n de gas, Piso en Baldosa /  M†rmol|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Porter°a / Recepci¢n, Sal¢n Comunal, Vigilancia, Vivienda Multifamiliar|del Sector$Parques cercanos, Sobre v°a principal, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial|#Apartamento#$Duplex;4.692120552;-74.06256104;1;VERDADERO;1/30/2021 10:17:15 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6051923.aspx
89;LEO BELTRAN;Venta;Apartamento;VENTA DIRECTA APTO DE 57 M2 en edificio de 1.5 a§os. En 5 piso exterior. Con una Habitaci¢n amplia e iluminada con vista a parque con closet doble y ba§o. Hall. Cocina integral abierta con comedor auxiliar. Star. Sala comedor,  Balc¢n,  ba§o social. Zona de lavander°a independiente. 1 garaje cubierto indep. CONJUNTO: Vigilancia 24 h. Gimnasio. Terraza BBQ,  Amplio sal¢n social. Zona juego ni§os. Ascensores. parqueo visitantes. Cerca a parques. F†cil acceso. Negociable.;390000000;Professional;57;57;calle 104 48 20;57,00 m2;1;2;1 a 8 a§os;6842105.26;5;290000;Pasadena;5;1;Interiores$Alarma, Balc¢n, Ba§o Auxiliar, Barra estilo americano, Calentador, Cit¢fono, Cocina Integral, Cocina tipo Americano, Comedor auxiliar, Dep¢sito / Bodega, Estudio, Hall de Alcobas, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, Cuarto de Escoltas, En conjunto cerrado, Garaje(s), Jard°n, Parqueadero Visitantes, Porter°a / Recepci¢n, Sal¢n Comunal, Terraza, Vigilancia, Vista panor†mica, Zona Infantil, Zonas Verdes|del Sector$Colegios / Universidades, Parques cercanos, Sobre v°a principal, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Comercial, Zona Residencial;4.691901207;-74.05945587;1;VERDADERO;2/8/2021 6:04:35 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6057079.aspx
90;Derek Florez;Venta;Apartamento;Hermoso apartamento en Pasadena con excelente iluminaci¢n natural y vista al exterior. Cuenta con 3 alcobas amplias cada una con su closet y ba§o privado m†s la de servicio igualmente con su closet y ba§o privado, Ba§o social. Espacios amplios con excelente iluminaci¢n y ventilaci¢n.6 a§os de construido;720000000;Particular;138;138;Cra 51  102;;4;5;1 a 8 a§os;5217391.3;5;0;Pasadena;5;2;Interiores$Balc¢n, Ba§o Auxiliar, Calentador, Cit¢fono, Cocina Integral, Cuarto de servicio, Estudio, Hall de Alcobas, Instalaci¢n de gas|Exteriores$Ascensor, Circuito cerrado de TV, En conjunto cerrado, Garaje(s), Parqueadero Visitantes, Porter°a / Recepci¢n, Sal¢n Comunal, Terraza, Vigilancia, Vista panor†mica|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Comercial, Zona Residencial;4.691382885;-74.06173706;1;FALSO;2/10/2021 2:38:09 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5828010.aspx
91;Inmobiliaria LGC;Venta;Apartamento;LINDO APARTAMENTO EN PASADENA DE 82 MTS CON PARQUEADERO SALA COMEDOR COCINA INTEGRAL DOS ALCOBAS TRES BA•OS CUARTO DE  ESTUDIO U OFICINA ASCENSOR CERCA LA EXITO CARULLA AV. SUBA PUENTE LARGO PRECIO NEGOCIABLE.;380000000;Professional;82;82;calle 106 53-36;82,00 m2;2;2;9 a 15 a§os;4634146.34;4;300000;Pasadena;4;1;Interiores$Ba§o Auxiliar, Cocina Integral, Dep¢sito / Bodega, Estudio, Hall de Alcobas, Instalaci¢n de gas, Piso en Baldosa /  M†rmol, Zona de lavander°a|Exteriores$Porter°a / Recepci¢n, Vigilancia, Vivienda Multifamiliar|del Sector$Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.694874763;-74.06302643;0;VERDADERO;2/13/2021 3:23:54 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6060601.aspx
92;Ita Garciagomez;Venta;Apartamento;Apartamento Pasadena ubicad°simo cerca a iserra cien, tres elefantes, misi etc. Entre calle cien, pepe sierra,av suba y auto norte 110 mts m†s 11 mts garaje y dep¢sito excelente iluminaci¢n, amplios espacios hall de entrada y de alcobas, tres cuartos el principal cama extra grande ba§o privado tina vestier, ba§o alcobas cuarto y ba§o del servicio sala chimenea comedor cocina integral zona de lavadora y punto gas para secadora. DIRECTAMENTE negociable 458.000.000 ;458000000;Particular;121;121;Cra 50 No 103B ;110,00 m2;3;3;16 a 30 a§os;3785123.97;2;220000;Pasadena;2;1;Interiores$Ba§o Auxiliar, Calentador, Chimenea, Cit¢fono, Comedor auxiliar, Cuarto de servicio, Dep¢sito / Bodega, Hall de Alcobas, Instalaci¢n de gas, Zona de lavander°a|Exteriores$En conjunto cerrado, Garaje(s), Porter°a / Recepci¢n|del Sector$Colegios / Universidades, Parques cercanos, Sobre v°a principal, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.688659191;-74.06275177;0;VERDADERO;2/5/2021 3:42:04 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-3851727.aspx
93;Omar Rojas;Venta;Apartamento;Super bello 100 metros 3 alcobas, 2 ba§os, cocina integral, sala comedor con chimenea, alcoba principal con Vestier-ba§o, estufa y calentador, a gas, zona lavander°a, pisos madera laminada, 2 parqueaderos.;395000000;Particular;100;100;Cra 50  102A-75;100,00 m2;3;2;16 a 30 a§os;3950000;5;700000;Pasadena;5;2;Interiores$Calentador, Cit¢fono, Cocina Integral, Cocina tipo Americano, Dep¢sito / Bodega, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, Parqueadero Visitantes, Sal¢n Comunal, Terraza, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Comercial|#Apartamento#$Duplex;4.690989971;-74.06142426;1;VERDADERO;2/2/2021 9:49:14 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6049784.aspx
94;YB Inmobiliaria;Venta;Apartamento;Este Apartamento de 110 m˝ cuenta con excelente distribuci¢n,  muy buena luz natural,  3 habitaciones,  2 ba§os,  estudio amplio,  cocina integral a gas,  2 garajes independientes,  Piso 5 Sin Ascensor Excelente Ubicaci¢n,  Sector muy Recursivo,  Cerca de la Calle 100,  AV Suba,  Autopista norte,  zonas Comerciales como Carulla,  los 3 elefantes.;410000000;Professional;110;110;Carrera 51  103b-23;;3;2;16 a 30 a§os;3727272.73;5;550000;Pasadena;5;2;Interiores$Chimenea, Cit¢fono, Cocina Integral, Cuarto de Servicio, Estudio, Hall de Alcobas, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Circuito cerrado de TV, Jard°n, Parqueadero Visitantes, Porter°a / Recepci¢n, Sal¢n Comunal, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.691720009;-74.06195068;0;FALSO;1/29/2021 9:50:08 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6049611.aspx
